case_id,component_id,area,kind,role,environment,scenario,primary_stream,priority,multitenant,external_dependency,mutable,allowed_role,iso_25010_focus,iso_29119_artifact,security_reference,source_family,local_ref,preconditions,expected_result,description,source_refs
UC-01808,ADMIN_TENANT_CREATE,admin,router,odoo_operator,CERT_PROD_LIKE,boundary_min,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=CERT_PROD_LIKE;role=odoo_operator;component=ADMIN_TENANT_CREATE,Minimum valid payload or state is processed consistently with documented defaults.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=CERT_PROD_LIKE, scenario=boundary_min using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01809,ADMIN_TENANT_CREATE,admin,router,odoo_operator,CERT_PROD_LIKE,boundary_max,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=CERT_PROD_LIKE;role=odoo_operator;component=ADMIN_TENANT_CREATE,"Upper-bound payload is handled without truncation, timeout, or silent data loss.","Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=CERT_PROD_LIKE, scenario=boundary_max using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01810,ADMIN_TENANT_CREATE,admin,router,odoo_operator,CERT_PROD_LIKE,unauthorized,regression,critical,no,no,yes,no,"functional_suitability,security",test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=CERT_PROD_LIKE;role=odoo_operator;component=ADMIN_TENANT_CREATE,Unauthorized access is blocked with 401/403/redirect and no data disclosure.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=CERT_PROD_LIKE, scenario=unauthorized using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01811,ADMIN_TENANT_CREATE,admin,router,odoo_operator,CERT_PROD_LIKE,cross_tenant,regression,critical,no,no,yes,no,"functional_suitability,security",test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=CERT_PROD_LIKE;role=odoo_operator;component=ADMIN_TENANT_CREATE;baseline_record_exists,No tenant boundary bypass is possible; unrelated records remain hidden.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=CERT_PROD_LIKE, scenario=cross_tenant using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01812,ADMIN_TENANT_CREATE,admin,router,odoo_operator,CERT_PROD_LIKE,duplicate_request,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=CERT_PROD_LIKE;role=odoo_operator;component=ADMIN_TENANT_CREATE;baseline_record_exists,Duplicate request is idempotent or rejected deterministically without double effects.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=CERT_PROD_LIKE, scenario=duplicate_request using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01813,ADMIN_TENANT_CREATE,admin,router,odoo_operator,CERT_PROD_LIKE,external_timeout,functional,critical,no,no,yes,no,"functional_suitability,reliability",test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=CERT_PROD_LIKE;role=odoo_operator;component=ADMIN_TENANT_CREATE,Component remains stable even when dependent collaborators are unavailable.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=CERT_PROD_LIKE, scenario=external_timeout using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01814,ADMIN_TENANT_CREATE,admin,router,odoo_operator,CERT_PROD_LIKE,regression_route_guard,regression,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=CERT_PROD_LIKE;role=odoo_operator;component=ADMIN_TENANT_CREATE;previously_verified_baseline_available,Previously protected flow remains protected after code or config changes.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=CERT_PROD_LIKE, scenario=regression_route_guard using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01815,ADMIN_TENANT_CREATE,admin,router,odoo_operator,CERT_PROD_LIKE,security_abuse,regression,critical,no,no,yes,no,"functional_suitability,security",test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=CERT_PROD_LIKE;role=odoo_operator;component=ADMIN_TENANT_CREATE,"Abuse is rate-limited, rejected, logged, or neutralized without compromising integrity.","Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=CERT_PROD_LIKE, scenario=security_abuse using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01816,ADMIN_TENANT_CREATE,admin,router,internal_service,development,happy_path,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=development;role=internal_service;component=ADMIN_TENANT_CREATE,Access is denied or redirected without privilege escalation.,"Validate ADMIN_TENANT_CREATE for role=internal_service, env=development, scenario=happy_path using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01817,ADMIN_TENANT_CREATE,admin,router,internal_service,development,missing_required,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=development;role=internal_service;component=ADMIN_TENANT_CREATE,Validation error is returned without corrupting persisted state.,"Validate ADMIN_TENANT_CREATE for role=internal_service, env=development, scenario=missing_required using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01818,ADMIN_TENANT_CREATE,admin,router,internal_service,development,invalid_format,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=development;role=internal_service;component=ADMIN_TENANT_CREATE,Input is rejected with explicit validation feedback and no unsafe fallback.,"Validate ADMIN_TENANT_CREATE for role=internal_service, env=development, scenario=invalid_format using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01819,ADMIN_TENANT_CREATE,admin,router,internal_service,development,boundary_min,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=development;role=internal_service;component=ADMIN_TENANT_CREATE,Minimum valid payload or state is processed consistently with documented defaults.,"Validate ADMIN_TENANT_CREATE for role=internal_service, env=development, scenario=boundary_min using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01820,ADMIN_TENANT_CREATE,admin,router,internal_service,development,boundary_max,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=development;role=internal_service;component=ADMIN_TENANT_CREATE,"Upper-bound payload is handled without truncation, timeout, or silent data loss.","Validate ADMIN_TENANT_CREATE for role=internal_service, env=development, scenario=boundary_max using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01821,ADMIN_TENANT_CREATE,admin,router,internal_service,development,unauthorized,regression,critical,no,no,yes,no,"functional_suitability,security",test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=development;role=internal_service;component=ADMIN_TENANT_CREATE,Unauthorized access is blocked with 401/403/redirect and no data disclosure.,"Validate ADMIN_TENANT_CREATE for role=internal_service, env=development, scenario=unauthorized using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01822,ADMIN_TENANT_CREATE,admin,router,internal_service,development,cross_tenant,regression,critical,no,no,yes,no,"functional_suitability,security",test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=development;role=internal_service;component=ADMIN_TENANT_CREATE;baseline_record_exists,No tenant boundary bypass is possible; unrelated records remain hidden.,"Validate ADMIN_TENANT_CREATE for role=internal_service, env=development, scenario=cross_tenant using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01823,ADMIN_TENANT_CREATE,admin,router,internal_service,development,duplicate_request,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=development;role=internal_service;component=ADMIN_TENANT_CREATE;baseline_record_exists,Duplicate request is idempotent or rejected deterministically without double effects.,"Validate ADMIN_TENANT_CREATE for role=internal_service, env=development, scenario=duplicate_request using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01824,ADMIN_TENANT_CREATE,admin,router,internal_service,development,external_timeout,functional,critical,no,no,yes,no,"functional_suitability,reliability",test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=development;role=internal_service;component=ADMIN_TENANT_CREATE,Component remains stable even when dependent collaborators are unavailable.,"Validate ADMIN_TENANT_CREATE for role=internal_service, env=development, scenario=external_timeout using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01825,ADMIN_TENANT_CREATE,admin,router,internal_service,development,regression_route_guard,regression,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=development;role=internal_service;component=ADMIN_TENANT_CREATE;previously_verified_baseline_available,Previously protected flow remains protected after code or config changes.,"Validate ADMIN_TENANT_CREATE for role=internal_service, env=development, scenario=regression_route_guard using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
